review_id,rating,review_text
42d8bdf8-59f1-460b-b834-8c089a8e657a,1,"ola is the worst cab booking app with absolute garbage customer service, cab broke down & the customer service asked me to contact after 20 min , uber has better customer service then ola"
5ac637c6-07f6-47c2-9c8e-545af33fa8a1,1,"I am very dissatisfied with Ola’s services. The first issue is that the **waiting time is always too long**. Even after booking a ride, it often takes a long time for a driver to get assigned. Secondly, **drivers frequently ask for extra money**, whether it is for tolls, extra distance, or unnecessary surcharges. The worst experience was that when no driver was assigned and I cancelled the ride, **Ola still charged me an extra ₹50 as a cancellation fee**, even though it was not my fault."
53e20dbd-21ca-47f3-a9d5-c4ce4e65ba1e,2,Rides are good but recently charges increased exorbitantly also added tip to driver also wants to give me loan which i dont want.....please provide rides as required
893340f5-7e6f-4fe8-b71b-0c45a251bcd8,1,issues with the final fare. no proper customer support. horrible horrible..worst app driver demanded extra ..in his phone it is rs 245 my phone was still rs 191.. no customer support.. worst worst app will take such issues legally
320aacd8-f79f-4f08-a50a-a500471b3493,1,worst experience
761ec5bc-0846-44fa-aff8-85dddf49f5ac,1,"the worst experience with ola, I could have rated in minus if I had a chance, the price rate shows huge difference in my account and drivers app, and there's no customer care service like these people running a scam to loot customers money and there's nothing to complain"
d32a9b46-48c7-4f3e-9e79-ed2f2b5340f5,1,"I book outstation and there was leave time option, i thought leave time was my leaving time from outstation address, but it's wrong, it end time, so please it is request please update naming from leaving time to end time , ye aap log bewaakuf bana rahe ho,"
c0e3befd-b56e-46fb-b450-0be3c4862587,1,thard class service ride cancel and driver not received Phone
20566a10-e0bc-4d14-9723-84577fb48524,1,Worst app.. Never got a ride on time
8ee8a89f-01df-4643-a8cd-22a58c369661,1,I always book a ride but your driver cancelled the ride and so much time u take to book a ride third class service in Lucknow so please customer avoid ola ride
a8259d2c-d16e-4a48-9336-81d93e60b2b4,1,"very frustrated service, not booking since last 30 min for intercity fare, Rapido is best"
471a4a39-9e68-45a6-8af2-8a4796fe62b3,1,Worst application to book a ride. Never ever react quickly and book ride fats as other apps. The worst worst worst experience each and every time when used.
9a800d98-1e84-4674-9f1c-db959f822db5,2,not work some area's..
5ada7261-bd12-4a73-8163-43f20edb5da2,1,"I had a very bad experience 2 -3 days back at night time I have booked ola at pune station and Driver was nearby location but Drivers asked for extra money after accepting the ride, and when I refused, they told me to cancel. They didn't cancel from their side, and I was charged a cancellation fee. Ola support didn't resolve the issue from even after my mail to their customers service.l've now switched to other apps. don't recommend Ola unless they improve their service."
9268c821-dd08-45ef-b699-4ff6beac862e,5,great Going
3c4ff808-461b-480f-b852-e387e452e0e2,1,this app has many bugs charging its user cancellation charges unfairly. i connected to driver and was talking to tell him something. suddenly the call was cut and we see the ride was cancelled?. we didn't cancel the ride still we are charged for it....not using this app anymore
8abd74f9-2b05-4ef6-ba30-6d1100263070,1,very high rate and bad service
720ee436-a235-4b38-b139-f013ce99d920,2,"Please check there is a new scam with car drivers, they cancel the trip and I don't know how another driver will be assigned the task and he calls you and says where is your booking and after mentioning he will shift to another driver and the same fiasco and drama continued, which makes you cancel the ride mentioning driver not accepting the ride and this happens frequently including today"
2c3f59ce-abff-419a-b4aa-a51b2fc7770a,1,"This application is the least favorable compared to other ride-sharing apps. Ola tends to impose higher charges and employs unprofessional drivers. There is a lack of a competent team. It is advisable to consider alternative applications. Drivers frequently demand additional fees beyond the displayed amount, and on occasion, they may consume alcohol, drop passengers in questionable locations, and provide inadequate safety for women. I have lodged complaints multiple times, but of no use."
9f6fc8b1-10d1-4169-95ae-ccec08d5987c,2,waited for more than 15 min still did not get any auto at the area like bibwewadi pune
51298794-307e-4790-b737-7e1c9d43e539,1,"Extremely disappointed with Ola’s support. There’s no real customer service; issues never get resolved. The in-app chat only gives automated replies. They even respond to Play Store reviews asking us to message them on Facebook, but nothing gets fixed there either. It feels like they just redirect customers without solutions. I’m uninstalling this app; Ola doesn’t seem serious about customers anymore. Choose better alternatives."
bba5924a-4db9-4abc-87ff-93c35e09e4da,1,worst service for rewa mp
9c9786c0-80ce-4a61-8a12-32e02f605958,5,Rider is very polite and good behaviour
f7b0d4c5-860f-4d58-9aa4-af3d3485422d,5,this app is value of money
d41ef7a1-981c-48e0-8ae3-0ef76c95d04f,1,poorexperience booking not possible so I haveto ask another person to book
cacac440-b9ae-4ae8-9826-af287bca3535,5,Good app
9d71ebd3-3557-4efd-8b9b-d4173b1ca42d,1,bad experience 😢 customer service poor cancel reply form me not properly accept and cancel. and Extra money extra Charges very bad experience
d39b384e-0f7b-488f-8134-1219ac345fb1,1,worst app and services the support team is not working at all I paid the cash to the driver for a ride and also ola cabs made a bill postpaid for same ride I compliant to the team and got ticket number as well but nobody taking any action on it....no response this is fraud...and the support team is very very bad....don't use it they don't give cs support properly there is no way to speak to cs no number available......I am just soo stucked using this app...third class app
6752f3f2-48b1-474a-a3cc-8daa610d764b,1,"Extremely Disappointed with the Service Extremely disappointed with the service. I booked a cab at 1:00 AM in an emergency, and the driver didn’t even call to confirm. When I contacted him, he refused to come, saying the fare was too low. I booked another ride, and the same driver was assigned again. He repeated the same excuse and even Whatsapp demanding a minimum ₹500 at night. This unprofessional behaviour is unacceptable. Ola needs to take strict action."
cbd337c6-3e7e-452e-8183-46b8cf585598,1,"Search and map not working properly, many technical issues are being faced while searching for a destination."
df26f25b-18eb-47f8-89d9-e18ff18280cb,1,Every single driver asks for extra money always 200 extra 500 extra
f6e03541-d4fb-4dd7-a031-15d3b6d2442a,1,my parcel delivery was there u took money 68 n no support not given my amount back i m 72 years old women this is your service by cheating old people taking money online then not sending a person for pickup
d8f87825-b285-4a69-9032-44c1a353833f,1,"I booked an outstation ride on 22 Nov ’25 that showed a fare of INR 2,500, but the driver demanded an additional INR 1,300. I ended up paying INR 3,800 for a 135 km one-way trip. Then on 23 Nov, while returning home, I booked an auto with a displayed fare of INR 350, but the driver asked for INR 420. Ola drivers have become a real nightmare for me. This kind of overcharging is getting unbearable."
9ce73c69-ffdb-4ef0-b277-d53cc06a714a,2,personally found it difficult to use. design does not make it clear what services are available. highlight colors should help solve this issue. I'm sorry the design makes it difficult to know where to click next. I gave up after a while. at least a demo on youtube should help.
e43bade5-9279-45b9-848d-c61b3df135fa,1,"""DO NOT USE OLA"" If I was given a chance I would rate it a 0 star... Now a days it became too frustrating to use ola transportation.. We were charged twice many ... once by the driver and once through ola app. I don't have option to raise a complaint or request any refunds. the driver demands cash whereas the app doesn't allow to book a ride unless u pay the cash in the app again. they are looting the customers in the middle.. and there's no customer care that we can contact the team."
5bf89a47-08b6-45d0-8bc6-50cbbe329999,1,I have been using Ola for last two years regularly e for their customers. For last one month I do not get a cab to return home from electronic city. Ola says no ride available. Now for last three days their communication lines are down and I have not been able to get cab to go to electronic city from manipal county road. Drivers of Indica are rude and refuse to switch on ac. Complaints to Ola does not fetch any response.
393ff1d6-1d6c-42bd-8191-5fa012c9b192,1,wrost customer care service
e2174c1f-945a-403d-ad98-5c59df18c325,1,"Hi.the driver who asked me to cancel the ride and saying that I can't able to come after he accepted the trip, so I cancelled saying that Driver declined the raid and i booked another ride in that same Ola. it's your OLA driver is responsible for the cancellation.. I cant bear the cost for the issue created by your OLA driver . and after complaining I am getting reply from ola that ""we want to assure you that the cancellation fee was applied correctly as per our policy"" what policy"
66b49cb5-f04c-4f90-a2f2-09ecee980cfc,1,Worst experience from one year. Every time I booked a ride and the driver asked the dropping point and what amount of ride it was showing. After they denied for the simple route. Yesterday the same thing happened to me and the driver asked for a double amount for the ride and didn't come. They only want to go for long rides/on double amount for short ride. This experience is from Ajmer Rajasthan.
37e1159f-6714-466c-9fd8-59d66b484162,1,worse facility all rider's or drivers ask more money then the fare showing on the application.
2d94db4d-bc6d-43e4-af74-6fea70d48ff3,1,not getting the otp to login. what an app seriously
f3f8c445-1cac-4e08-bd92-f6cb180c10e4,3,ola charges are high...Also it doesn't confirm vehicles for a long time..service has now become worst
85c8c179-2dff-4bd0-ba26-de4df4f02624,1,Cheaters..The driver was super rude in saying that he won't turn on the AC and I had to cancel yet I was charged cancellation charges
99aa93b1-6f18-4afd-9d97-d645fd1a19ab,1,"Worst app, driver always cancel ride"
37e0aab0-736a-4c08-a08b-fa41c9013f02,4,safe ride and good behavior thnx to ola 👌
b06a83d7-feb0-4bce-8d8f-d7dc7c03c787,1,"If you lose an item or face a serious issue, Ola's customer service (Grievance/Nodal Officers) is useless. They ignored clear evidence of a driver's theft and a massive cyber fraud against my senior parents, attempting to close the case immediately. They rely entirely on automation and offer no real human assistance when it matters most."
9969c6e9-1ea3-4ec1-976b-b8f7cfb5c4ce,1,"Not a good app, shows less price while booking"
723352a8-e8a7-4926-a66f-c52ca6f8b55b,4,safety sure 🫡🫡🫡 🫂🫂❤️❤️ correct time pickup🎉🎉🎉🎉
d08baaf4-aebf-4c62-ab0c-2eb26ac7160d,1,drivers are charging fare as per km
f5c9e070-3716-40e5-bce4-379b2f023f46,1,"Worst Can service in Bengaluru. First of all the cab drivers accept your ride , then they will call you tomorrow ask extra cash! If you deny, they will cancel it. Next, few drivers accept it and unless you call them (so that they can bargain on price), they won't move from their place. Non sense service"
fc2d673e-388c-4fe0-a279-dc30c5f82378,1,very very bed driver today I meet with ola app..I daily travel with uber app..but today I used ola app and I meet very very bed driver from your ola side very very bed language he use so I use also bed language with him..
ca8b92d3-97ec-4992-bb4f-b422479564ae,1,One of most worst service in Kolkata.. maximum time drivers cancelled trip by own. 3rd class cab service provider in Kolkata.
65f891c1-3642-4ec2-80c2-8de08d656915,4,Driver maximum time tells for extra charges
e3391fa1-e376-4ad2-acba-64d704e09caa,1,Bed service
ac1f18c5-b7ca-4e2f-b63f-8903000b9319,1,"useless service, driver asked for extra money and ola reply we can't help you , then why should i use ola we have multiple options. ola reply in We truly understand how important it is to be charged the correct fare, and we’re sorry for the inconvenience caused. We’ve reviewed your concern, and as per our policy, we are only able to assist with fares and payments that are reflected in the app. Since the extra amount paid is not recorded in our system, we will not be able to process a refund."
9c5809aa-87e5-435c-87fa-1a217ef44d33,4,Prices are always high when compared to other services
6f10f7d7-bed3-4f95-9f12-0a6799f97328,1,"Very disappointed with this ride. When I booked, the fare shown was ₹1235 and there was absolutely no mention anywhere that extra toll charges would be added later. Suddenly the final bill became ₹1782 with toll and other charges. This is completely misleading and unfair. Apps like Rapido clearly show the full amount and charge exactly what is displayed, including tolls. Terrible and frustrating experience — will think twice before using this service again."
8910e6ad-0f72-4a6f-ac5e-62a204a9109f,1,"very disappointed service, never use this aap, better to use some other app like uber or rapido, I called for a cab within 3 km & it was showing 150-250 & after the ride they charged me 534 & I'm trying to contact there customer support but there was no option showing in there aap, & got very rud driver was got very upset with this."
997b47c7-8228-42ea-a9bb-899555c44a43,5,very good way to arrive anywhere without tension
794e4125-5fbe-4b6a-b174-6b8ae19655f2,1,worst support system. email replies seem to be generated by bots. not able to fetch ride history and not the same type of reply is provided through email. even the ticket support is unresponded. no support over call. very very worst and careless service. no value for customer.
c04353fa-7234-4e69-a0e7-3dd9b9988591,1,Worst app. i was charged an extra amount for no reason. What was the point of estimating fares and pay during the trip when you're going to charge extra for no reason.
ce8b63f2-6b57-4156-ba66-97dd68650fca,1,Worst company ever
ba20d23e-7b64-4801-914f-587e708b7a91,1,"No proper options to contact customer care while there is an issue with the driver or a ride. Maybe because of this reason, drivers started asking for extra money with rude behaviour. The service is getting worse day by day."
af521e3b-006b-47ce-9ce9-5447b98a7914,1,1. very roughly driving of all drivers 2. all ola cab driver are not start AC while driving 3. app is crashed and charged is different from start and after payment of complete fair and it is extra from start point 4. driver not follow ola gps and use them self route and it is long and fast driving 5. driver break traffic rules 6. i refer uber for not get any issue 7. Driver is very angry and not good behavior 8. i request ola pls take some action again this issue thanks
013fe9ab-3778-489c-a852-7929d614bd80,1,driver misuse my number i complaint ot the police this app don't that facility not safe for women
c75b6800-c949-44ea-a29b-8b6d60300c3c,1,very bad app
7c797c90-b7aa-4a1a-9858-a33aa59cc201,1,"This app can cheat you anytime in the middle of the road, neither the driver nor the app makers give any response, this app should be closed, they are playing with the safety of the people and put the blame on their driver."
6a96c71c-a236-4b51-a598-b92b812e829a,1,"worst app ever!!! the drivers are way too rude, they overcharge, misbehave and are super unprofessional!! I strongly recommend not to install this app, worst app. Also I am highly dissatisfied with the support team, they do not listen, they fully support their driver's misbehaviour. Ola does not value their users."
983b2d00-e469-46e5-819f-7f36b8881ba1,1,bad service
678e3c87-b200-4352-ab0b-67f6c268a3c6,1,"Extremely Disappointed I had a terrible experience with Ola. I accidentally left an item in the cab, and the support process was completely unhelpful. Despite raising the issue immediately, there was no proper assistance from either the driver or Ola customer care. There was zero effort to help me recover my belongings. The lack of responsibility and customer support is extremely disappointing. Losing an item is already stressful, but Ola’s response made it even worse. I expected better service"
312ba7d9-d764-4989-b201-04b9bde60706,2,app is not updated with news so ola driver get misguided and get stuck in heavy traffic with passenger. you should update with news and rerouted the path. this is basic
b9a861b5-51a0-4659-bdc1-8d17ae0edc2e,1,"I’m beyond done with Ola. The constant demand for extra money from drivers has turned every ride into a headache. The fare shown in the app means absolutely nothing because drivers keep pushing for more the moment they arrive. It feels like the system is completely out of control. The whole experience is chaotic, unprofessional, and honestly exhausting. I shouldn’t have to argue or negotiate every single time I book a simple ride. Ola needs to wake up, take responsibility, and put an end to this"
0656d451-1671-43c8-b1dc-3bc4d6f1468c,1,"I’m honestly fed up with Ola at this point. Every single time I book a ride, drivers start demanding extra money like it’s some kind of negotiation game. The fare shown in the app becomes meaningless because the moment the driver arrives, they ask for more or threaten to cancel. It’s exhausting, infuriating, and absolutely ridiculous that a major company can’t control this behavior. I’m tired of wasting time, patience, and energy because Ola won’t enforce its own pricing. Fix this mess immediate"
9a45406b-ff80-4e78-a84b-f5fdb8ce6cd9,1,No option to connect to the support team. They just keep on looping through self help topics and no actual help at all.
0879969e-ee27-42ac-a111-f55a987fba8b,1,veryyyy pooor and low quality app🤬
19f57f6e-6e1c-4e38-8d8a-fe9f5c2dcf9c,1,history not available for more than 45 days
a676e02a-109e-443f-9e26-a5a87a28c948,1,"High fare, worst services. No on time Customer support."
fe6f3301-b467-4b30-b89d-cf2ba341dd76,1,"Scummy drivers and non existent customer support. Use Uber, not this sad excuse for a taxi aggregator"
